id,L,R,F,M,P,S,X
4ebec7c7,35.03333333333333,35.0,2,2176.0,557.0,下午,女
51e2540a,23.866666666666667,0.2,11,36424.0,36424.0,中午,女
d2d5b5ce,64.3,9.466666666666667,2,11464.0,2292.0,下午,女
5b087593,24.433333333333334,18.9,1,1285.0,1285.0,下午,女
5a0e54f6,33.9,18.233333333333334,3,3700.0,3700.0,下午,女
57839c7a,6.0,4.933333333333334,3,9587.0,9587.0,中午,女
70fbfd9a,29.566666666666666,0.43333333333333335,1,680.0,680.0,上午,女
974c3c70,31.7,0.06666666666666667,10,42331.0,42231.0,晚上,男
e44f9c53,83.1,6.9,7,4840.0,4840.0,中午,女
d9f76552,24.6,13.9,2,11325.0,9436.0,下午,男
e63bd79a,66.56666666666666,34.3,1,5780.0,5780.0,晚上,女
c6e5e06e,13.9,13.9,1,5300.0,5300.0,晚上,女
e96dab8b,13.266666666666667,0.7,3,12320.0,12320.0,中午,女
348038c4,31.433333333333334,32.03333333333333,1,2480.0,2480.0,下午,女
61c84a79,35.666666666666664,35.63333333333333,2,30310.0,6062.0,中午,女
c8f1e168,73.23333333333333,2.7,12,42489.0,42489.0,下午,女
1822582b,82.0,19.933333333333334,1,890.0,890.0,下午,女
613e6254,35.9,35.9,1,68.0,68.0,晚上,女
136510ee,11.866666666666667,9.666666666666666,2,1455.0,1455.0,晚上,女
55a14430,4.066666666666666,4.066666666666666,1,300.0,300.0,晚上,女
6e580c1f,5.866666666666666,0.03333333333333333,12,46446.8,41545.0,晚上,女
847a95f3,158.83333333333334,34.93333333333333,2,4099.0,4099.0,下午,女
390713ef,1.5666666666666667,2.2333333333333334,9,26864.0,13124.0,下午,女
7d204d7b,137.3,34.766666666666666,1,1006.0,6.0,下午,女
59a0523b,35.166666666666664,35.13333333333333,2,11165.0,6258.0,中午,女
56652ad5,9.233333333333333,1.9,6,4980.0,4980.0,下午,女
dcaeb15c,32.233333333333334,32.233333333333334,6,29501.0,26333.0,晚上,女
4d8e932d,8.466666666666667,8.466666666666667,1,1695.0,1695.0,下午,女
35f950b7,8.433333333333334,0.1,30,83042.0,56855.0,中午,女
e2a943a6,31.7,30.0,5,3150.0,3150.0,中午,女
691b77f4,13.966666666666667,19.1,3,5896.0,5896.0,中午,女
922f4cd5,0.8,0.7666666666666667,4,3050.0,3050.0,下午,男
5e8c12ae,13.833333333333334,6.733333333333333,5,5280.0,5280.0,下午,女
fb0be8f3,53.93333333333333,33.93333333333333,1,82.0,82.0,晚上,女
b5c96021,109.8,32.13333333333333,3,3010.0,3010.0,中午,男
7d4c4fa1,3.966666666666667,3.966666666666667,1,9196.0,92.0,中午,女
54db193a,59.06666666666667,19.1,2,3557.0,3557.0,中午,女
c6b21267,145.76666666666668,13.133333333333333,11,38336.5,31442.0,晚上,女
4d51cfc4,154.43333333333334,0.4666666666666667,7,9763.0,8305.0,晚上,女
4b1f60f1,53.4,36.333333333333336,1,300.0,300.0,下午,女
482d9501,52.9,1.2333333333333334,33,158507.74,122380.44,下午,女
90c8df7e,106.33333333333333,35.8,2,2363.0,2363.0,下午,女
fe706fbf,11.933333333333334,11.266666666666667,2,1130.0,1130.0,下午,女
0e051203,24.2,1.9666666666666666,9,9421.0,9421.0,下午,女
d81f73c8,80.4,0.9,45,67926.0,67126.0,中午,女
1fecb2ac,73.13333333333334,17.2,2,1060.0,1060.0,中午,女
c91da38f,43.9,5.366666666666666,5,8088.0,7738.0,中午,女
e3fc501e,85.66666666666667,30.866666666666667,1,2582.0,2422.0,上午,女
23d1e7ae,81.56666666666666,21.4,3,3090.0,3090.0,晚上,女
06adf27a,9.666666666666666,9.666666666666666,1,740.0,740.0,中午,女
4c0ec9aa,5.533333333333333,2.2,6,8666.0,8666.0,中午,女
53bb370d,4.8,4.8,1,390.0,390.0,下午,女
3a302dd7,66.83333333333333,33.266666666666666,1,1332.0,1332.0,中午,男
89de8770,32.36666666666667,32.53333333333333,2,8145.0,3348.0,中午,女
bb2d5c03,2.933333333333333,0.1,8,14586.0,12158.0,下午,女
4c4ba04e,12.433333333333334,12.433333333333334,1,2650.0,2650.0,下午,女
143dbe19,28.666666666666668,0.03333333333333333,152,848640.2,813898.75,中午,女
cd58c7b3,72.86666666666666,17.366666666666667,2,3884.0,3884.0,下午,女
09d5d6ad,77.3,1.2666666666666666,10,17335.2,17335.0,中午,女
0477434a,42.56666666666667,29.6,1,87.0,87.0,下午,女
2be4cce5,16.666666666666668,4.3,4,4912.0,4912.0,下午,女
e781bc17,23.6,34.36666666666667,2,3712.0,3086.0,下午,女
beee13e0,81.23333333333333,36.56666666666667,1,1260.0,1260.0,晚上,女
7c0f1164,102.96666666666667,35.166666666666664,1,480.0,480.0,中午,女
48d55fa8,4.266666666666667,2.2,1,1130.0,1130.0,下午,女
cc8d8c05,6.266666666666667,7.4,1,2610.0,26.0,下午,男
ec221882,35.56666666666667,31.533333333333335,8,33018.0,33018.0,中午,女
bed322a0,9.966666666666667,4.233333333333333,2,628.0,628.0,下午,女
64061d4e,9.366666666666667,9.366666666666667,1,7200.0,1440.0,下午,女
93861f63,62.166666666666664,16.033333333333335,3,3820.0,3820.0,晚上,女
588206a5,94.0,2.1333333333333333,2,6680.0,6680.0,中午,女
bf0daa7a,50.166666666666664,3.1666666666666665,5,16981.0,24574.0,下午,女
b9367f64,11.033333333333333,11.033333333333333,1,3815.0,3815.0,晚上,女
3df7b6e9,10.1,10.1,1,320.0,320.0,中午,女
de812fa4,31.9,1.2333333333333334,26,72101.59999999999,58127.0,晚上,女
6c5c8df3,14.466666666666667,0.03333333333333333,5,6140.0,6140.0,下午,女
d55c5cc6,9.166666666666666,9.166666666666666,1,1045.0,1045.0,晚上,女
877563fd,36.53333333333333,36.53333333333333,1,2350.0,2350.0,晚上,女
c113bed8,89.26666666666667,1.5333333333333334,32,31030.129999999997,31030.129999999997,中午,女
285d537a,0.06666666666666667,17.5,2,4532.0,4532.0,中午,女
cea7d139,38.833333333333336,36.1,1,590.0,590.0,晚上,女
042bfbdd,0.1,0.06666666666666667,9,106125.0,38261.0,中午,女
720431a0,11.133333333333333,11.133333333333333,1,7712.0,7712.0,中午,女
44573dd3,62.86666666666667,7.2,1,693.0,693.0,中午,女
b2e3793c,103.7,0.4666666666666667,2,4438.0,4438.0,下午,女
244c2c2a,3.533333333333333,9.633333333333333,1,2205.0,342.0,下午,女
b0e12127,12.633333333333333,17.066666666666666,2,1760.0,1760.0,下午,男
d9d8778a,69.46666666666667,3.3333333333333335,2,1978.0,608.0,上午,男
a8c7fef9,34.93333333333333,30.2,1,2489.0,2489.0,晚上,女
1a48e6b1,8.133333333333333,7.966666666666667,2,960.0,960.0,下午,女
cb3d3131,62.36666666666667,10.566666666666666,11,5666.0,5666.0,下午,女
d5170e08,6.0,5.9,2,2103.0,2103.0,上午,女
f63e4e65,2.8333333333333335,2.8333333333333335,2,7805.0,1953.0,上午,女
b06aba6f,85.56666666666666,33.46666666666667,1,420.0,420.0,下午,女
9c250a9a,106.76666666666667,19.733333333333334,1,4023.0,4023.0,上午,女
1478f17f,26.533333333333335,0.7666666666666667,47,193535.62999999998,184899.0,中午,女
9e13c7af,122.66666666666667,1.6333333333333333,12,7208.0,6294.0,晚上,女
b45defbf,35.96666666666667,35.96666666666667,1,8216.0,5108.0,下午,女
b82a2cd0,94.46666666666667,9.8,4,7966.0,7966.0,下午,女
ef6a3375,31.433333333333334,31.433333333333334,1,5200.0,5200.0,晚上,女
f9f9ac6d,106.46666666666667,2.8666666666666667,10,9423.0,9423.0,下午,女
6c2b41c7,2.466666666666667,1.2666666666666666,13,7747.0,7647.0,下午,女
1f60c2e1,8.833333333333334,8.833333333333334,1,750.0,750.0,下午,女
b5343bab,73.26666666666667,1.2333333333333334,4,3324.0,2483.0,下午,女
4e51637b,19.0,2.2666666666666666,2,3600.0,3600.0,下午,女
d9abd79d,109.1,35.8,1,966.0,966.0,中午,女
8ebff9e5,76.1,9.433333333333334,6,7213.0,7213.0,中午,女
6ba253f2,21.166666666666668,21.133333333333333,2,9026.0,9026.0,中午,女
699319ec,52.56666666666667,19.666666666666668,1,1840.0,1840.0,下午,女
adba7ab5,58.333333333333336,20.6,2,3410.04,3410.04,下午,女
92bacd5e,21.033333333333335,21.033333333333335,1,3867.0,3867.0,下午,女
cece8bd6,52.96666666666667,0.06666666666666667,9,24965.0,24965.0,下午,女
9fc556d9,17.166666666666668,17.166666666666668,1,830.0,830.0,中午,女
73b0f2a2,60.46666666666667,4.3,7,10129.0,10129.0,下午,女
b6b02ef2,100.0,13.166666666666666,3,2279.0,975.0,中午,女
825c768f,8.333333333333334,8.333333333333334,1,1030.0,1030.0,晚上,女
dd3162a3,95.1,1.2333333333333334,19,67729.6,67430.0,下午,女
882c0e11,11.6,1.5333333333333334,4,12378.0,12278.0,晚上,女
9c2d2467,2.6333333333333333,0.1,6,12449.0,12449.0,下午,女
bc116f68,27.1,9.366666666666667,4,3004.0,3004.0,中午,女
f8e76c43,0.06666666666666667,0.06666666666666667,1,14330.0,4467.0,中午,女
0fe13e08,88.73333333333333,0.7666666666666667,11,18760.7,17861.0,下午,女
040513c6,8.4,2.8,4,2960.0,2960.0,晚上,女
b607255a,9.966666666666667,9.966666666666667,1,320.0,320.0,晚上,女
662afae3,18.533333333333335,18.533333333333335,1,750.0,750.0,晚上,女
80d7ba1d,89.1,11.4,3,6602.0,6602.0,下午,女
fe29ae24,8.066666666666666,1.2666666666666666,2,8098.0,8098.0,晚上,女
bc80f15f,73.8,31.833333333333332,5,37912.0,37912.0,下午,男
abbe6d2e,104.8,14.233333333333333,3,1888.0,1888.0,下午,女
5d34f460,12.433333333333334,12.433333333333334,1,10620.0,2124.0,下午,女
f0092433,104.2,15.733333333333333,1,3737.0,3737.0,中午,女
3f565393,26.666666666666668,19.966666666666665,1,195.0,195.0,下午,女
8e6d86ec,14.8,14.8,1,405.0,405.0,晚上,女
81ed3442,10.266666666666667,3.2,2,640.0,640.0,下午,女
f4790589,12.8,12.8,2,1700.0,1700.0,下午,女
591f3f84,40.63333333333333,36.56666666666667,2,760.0,760.0,晚上,女
75bff9de,66.9,2.7666666666666666,1,380.0,380.0,晚上,女
1d0043c6,28.7,1.2666666666666666,34,177522.53,128666.33,下午,女
b6b7a582,7.966666666666667,7.966666666666667,2,10156.0,10156.0,下午,女
d15a1ae4,2.933333333333333,1.3333333333333333,2,1320.0,1320.0,晚上,女
3ca553e5,12.933333333333334,12.933333333333334,1,270.0,270.0,下午,女
35c5dce4,39.1,35.333333333333336,2,860.0,860.0,晚上,女
6507eb5b,50.63333333333333,33.06666666666667,3,6734.98,6734.98,下午,女
be330ada,0.03333333333333333,0.03333333333333333,1,2190.0,2190.0,晚上,女
1f8dc413,4.2,4.2,1,1900.0,1900.0,中午,女
76227c0a,29.5,13.8,3,8665.0,8665.0,下午,女
fa0b5a43,100.9,31.433333333333334,1,2500.0,2500.0,下午,女
672a2879,39.4,6.5,1,1190.0,1190.0,下午,女
bee52dc8,97.83333333333333,24.066666666666666,4,2966.0,2866.0,下午,女
cd77b1a2,37.13333333333333,31.466666666666665,2,3360.0,3360.0,晚上,女
8543a80f,41.833333333333336,1.2666666666666666,18,14771.0,14771.0,晚上,女
16e9a3db,37.43333333333333,35.3,1,244.0,104.0,下午,女
c85d0ffe,48.46666666666667,19.066666666666666,2,1345.0,1345.0,下午,女
03735ccb,10.266666666666667,10.266666666666667,1,4760.0,4760.0,晚上,女
accf5105,35.9,21.533333333333335,3,9766.0,7766.0,下午,女
d1617127,30.933333333333334,9.9,3,3400.0,3400.0,晚上,女
c11e71e5,20.733333333333334,16.733333333333334,3,9374.0,9374.0,下午,女
ea78331c,13.5,13.4,5,29520.899999999998,29004.0,晚上,女
70edcee1,101.8,20.166666666666668,1,9.0,9.0,晚上,男
4071b720,105.3,19.666666666666668,2,3484.0,937.0,下午,男
869e5421,25.166666666666668,20.266666666666666,1,2080.0,2080.0,晚上,女
1a18e89a,4.8,4.8,1,1570.0,1570.0,中午,女
dd29ed3a,158.33333333333334,22.033333333333335,1,2656.0,531.0,下午,女
7d887bf6,80.0,35.3,1,980.0,980.0,晚上,女
560dde10,25.866666666666667,14.566666666666666,1,160.0,160.0,上午,女
e8cd0bc4,45.7,33.7,1,1395.0,1395.0,中午,女
1c1d3e96,9.5,9.5,1,540.0,540.0,下午,女
c783ddc1,11.433333333333334,11.433333333333334,1,1000.0,1000.0,中午,女
8e521571,31.7,32.36666666666667,1,23000.0,4600.0,下午,女
ae75d6cb,4.333333333333333,1.0,1,1064.0,11.0,晚上,女
5d84614d,8.666666666666666,0.9333333333333333,8,9915.0,9915.0,晚上,女
677fceec,34.03333333333333,34.63333333333333,1,3092.0,3092.0,下午,女
e75c66f4,33.9,32.0,2,7958.0,7958.0,下午,男
6e9fd4a1,104.16666666666667,5.766666666666667,1,5800.0,5800.0,中午,女
0b70ccb8,161.2,10.9,1,480.0,480.0,晚上,女
d92187fe,80.46666666666667,21.1,3,1735.0,1735.0,中午,女
37571d29,93.03333333333333,0.3333333333333333,1,4500.0,4500.0,中午,女
3a4030c2,17.9,17.9,2,11045.0,11045.0,下午,女
6533a2f3,48.766666666666666,1.2333333333333334,13,60555.4,41866.0,晚上,女
db6c12fe,72.8,9.433333333333334,2,3973.0,2506.0,下午,男
fb680577,51.7,30.366666666666667,1,110.0,110.0,下午,女
40eb1e6a,36.766666666666666,34.8,1,3870.0,3870.0,中午,女
8cbe4f02,9.266666666666667,9.266666666666667,1,1910.0,1910.0,下午,女
a401cde2,55.96666666666667,8.9,3,12029.0,12029.0,下午,男
1d22a0e2,24.966666666666665,8.2,8,26426.0,29946.0,晚上,女
171510f4,59.733333333333334,6.866666666666666,3,5272.0,5272.0,晚上,女
e4cd2970,65.7,7.8,7,21031.0,21031.0,中午,女
4644cdff,11.533333333333333,11.533333333333333,1,320.0,320.0,中午,女
9952067d,5.333333333333333,5.333333333333333,1,2562.0,2562.0,中午,女
b1f6810b,0.9333333333333333,0.9333333333333333,1,4080.0,4080.0,晚上,女
505f5863,45.13333333333333,15.733333333333333,1,1106.0,1106.0,中午,女
1ccbaac6,106.96666666666667,2.933333333333333,4,3209.0,1709.0,下午,女
c6bc1590,17.2,16.7,2,2282.0,2282.0,下午,女
c0a40616,70.13333333333334,8.666666666666666,2,4009.0,4009.0,上午,女
ae79e3e9,20.466666666666665,20.466666666666665,1,3388.0,3388.0,下午,女
0d06c147,80.06666666666666,7.033333333333333,8,7785.2,7749.0,晚上,女
e3f857d7,81.6,15.666666666666666,9,21708.0,21708.0,下午,女
9eef078d,52.9,1.2333333333333334,4,6927.0,6927.0,晚上,女
d7ee06b6,111.5,0.6333333333333333,19,40627.0,45265.0,下午,女
505ff29d,10.966666666666667,1.5333333333333334,5,11060.0,11060.0,下午,女
8c64fe5f,76.2,10.333333333333334,3,11760.0,11760.0,中午,女
411e7e46,35.8,35.8,1,3320.0,3320.0,上午,女
48170a5c,104.86666666666666,5.333333333333333,5,14819.0,14819.0,下午,女
414a9370,18.466666666666665,2.6666666666666665,3,2100.0,2100.0,下午,女
12b45c44,2.1666666666666665,15.6,1,480.0,480.0,下午,男
b92e4247,0.7333333333333333,3.2,4,1120.0,1120.0,下午,女
d2cd22a2,5.0,5.0,1,1240.0,1240.0,晚上,女
6958b44f,82.5,21.1,2,4032.0,4032.0,下午,女
4bea0a6a,95.5,15.2,2,7289.0,4971.0,晚上,女
10c71ff7,17.466666666666665,0.1,8,7798.0,7798.0,下午,女
9c528030,153.0,7.166666666666667,1,338.0,338.0,中午,女
0f8c75a0,6.166666666666667,2.066666666666667,2,3450.0,3450.0,晚上,女
21d540a0,8.2,8.2,1,195.0,195.0,晚上,女
9d802fe2,49.03333333333333,2.8333333333333335,2,2539.0,2539.0,中午,女
d9834802,59.96666666666667,17.933333333333334,7,6980.0,6980.0,下午,女
9103c88c,106.06666666666666,9.1,1,578.0,401.0,中午,女
29f42587,5.2,5.2,1,8477.0,85.0,下午,女
47c715ca,7.466666666666667,7.466666666666667,2,4810.0,1642.0,中午,女
cdb842a1,19.5,3.3666666666666667,11,49484.0,49484.0,下午,女
c1cf0c0b,24.2,19.566666666666666,1,490.0,490.0,晚上,女
1796b03a,103.7,17.1,1,1296.0,1296.0,下午,女
f4d79ab9,1.8666666666666667,5.9,11,40983.0,38977.0,晚上,女
96ca2553,13.833333333333334,13.833333333333334,1,2190.0,2190.0,下午,女
e5c5b8fc,47.86666666666667,0.4,15,20127.0,17268.0,中午,女
c414fd7c,29.933333333333334,29.933333333333334,1,8130.0,8130.0,中午,女
8e39a23c,82.93333333333334,31.5,1,1566.0,1566.0,下午,女
ce1654e2,73.0,0.5333333333333333,25,46111.0,45371.0,下午,女
dc06f82a,47.46666666666667,0.3333333333333333,61,66917.2,66653.0,下午,女
c2c37f99,52.96666666666667,35.0,2,360.0,360.0,中午,女
ab5ab78f,21.0,20.233333333333334,1,1853.0,1853.0,晚上,女
f9564cfa,105.73333333333333,24.133333333333333,1,124.0,124.0,中午,女
e4d3cb2f,80.53333333333333,20.8,2,2186.0,2186.0,中午,女
52505b7c,144.6,1.2333333333333334,13,43330.0,42708.0,下午,女
99377d91,21.566666666666666,6.366666666666666,1,1470.0,1470.0,下午,女
23b0e334,3.4,1.4666666666666666,9,4595.0,4595.0,晚上,女
34b6295c,13.133333333333333,1.1,4,12255.5,12256.0,中午,女
990f4f7b,0.8666666666666667,0.03333333333333333,2,8245.0,3314.0,晚上,女
eeda586f,3.2,3.2,1,298.0,298.0,晚上,女
304e5846,19.233333333333334,13.433333333333334,2,5804.8,5805.0,下午,女
6f11b15a,30.566666666666666,30.566666666666666,1,8870.0,8870.0,下午,男
314a4594,5.633333333333334,5.633333333333334,2,7761.0,458.0,下午,女
358dd093,48.766666666666666,0.9666666666666667,2,1345.0,1345.0,中午,女
ccefda85,60.666666666666664,12.0,1,1120.0,1120.0,中午,男
4c603c54,8.7,8.7,1,320.0,320.0,下午,女
870fc8f8,14.266666666666667,14.266666666666667,1,1601.0,1601.0,下午,女
fd36e4a3,24.266666666666666,0.03333333333333333,26,49482.270000000004,37797.0,下午,女
3be2e40b,115.16666666666667,0.8666666666666667,5,8142.0,5729.0,中午,女
ec12bdae,52.43333333333333,34.43333333333333,2,10256.0,10256.0,下午,男
4f1b160d,17.733333333333334,1.6666666666666667,16,16645.5,15647.0,晚上,女
6f8a6e43,2.4,2.4,1,2040.0,2040.0,下午,女
65b9b190,9.333333333333334,9.333333333333334,1,1520.0,1520.0,晚上,女
a52c11e2,153.5,34.36666666666667,1,1080.0,1080.0,晚上,女
31379fb2,0.3,0.3,1,900.0,900.0,中午,女
16ed574a,0.03333333333333333,0.03333333333333333,2,2010.0,2010.0,下午,女
e1085a6a,80.5,24.133333333333333,5,8496.0,3305.0,晚上,女
244d6a50,85.76666666666667,2.433333333333333,5,15632.560000000001,13981.140000000001,晚上,女
25bfbada,23.933333333333334,5.233333333333333,4,11579.5,11580.0,晚上,男
3c4cc0e1,42.9,35.3,1,540.0,425.0,下午,女
8de17064,70.76666666666667,0.03333333333333333,4,54330.0,54330.0,中午,女
7ee42797,106.3,3.033333333333333,1,699.0,140.0,晚上,女
2b925370,70.13333333333334,30.666666666666668,2,5287.0,5287.0,下午,男
2bb36cba,7.833333333333333,7.833333333333333,1,1095.0,1095.0,下午,女
4313a226,76.1,10.633333333333333,1,970.0,970.0,中午,女
d438a04b,46.766666666666666,36.233333333333334,1,1025.0,1025.0,晚上,女
6bd2d20b,10.566666666666666,10.566666666666666,1,310.0,310.0,晚上,女
07940be7,30.7,30.7,2,3240.0,3240.0,晚上,女
563fc8f9,1.4333333333333333,0.5333333333333333,1,7499.0,7499.0,下午,女
c17aeb71,3.533333333333333,0.7,1,5382.0,4782.0,晚上,女
eef17ad2,5.0,2.5,2,5995.0,5995.0,中午,女
3005c3bb,5.433333333333334,5.433333333333334,1,3366.0,3366.0,中午,女
8460c3dd,7.1,7.1,1,270.0,270.0,中午,女
d99caad6,103.9,14.933333333333334,1,596.0,596.0,下午,女
d3b405e4,36.03333333333333,6.5,3,1677.0,1677.0,中午,女
9e6f5520,4.066666666666666,4.066666666666666,1,5650.0,5650.0,晚上,女
75b3e41c,79.1,5.266666666666667,2,3805.0,3805.0,中午,女
850de7e6,3.1666666666666665,3.1666666666666665,1,750.0,750.0,晚上,女
852d5357,9.333333333333334,9.333333333333334,1,770.0,770.0,下午,女
b572fe8b,36.6,36.56666666666667,1,510.0,510.0,晚上,女
a88672e6,58.9,5.766666666666667,11,33720.0,33720.0,下午,女
da1acddc,25.5,15.466666666666667,2,4238.0,4238.0,下午,女
fe68a226,2.3333333333333335,0.0,6,6793.0,6193.0,下午,女
acea2e50,160.23333333333332,1.2666666666666666,2,551.0,551.0,中午,女
6c139b65,23.433333333333334,0.7333333333333333,16,61474.15,61474.15,晚上,女
3549029c,3.1666666666666665,3.1666666666666665,1,1790.0,1790.0,晚上,女
5bd31dd1,34.43333333333333,31.5,9,28089.0,27765.0,晚上,男
f102b681,149.3,35.4,1,1280.0,1080.0,晚上,男
e46700ef,5.733333333333333,5.733333333333333,1,1540.0,1540.0,上午,女
9bb31cbe,104.7,36.1,1,6595.0,6595.0,晚上,女
99dae924,97.63333333333334,9.633333333333333,2,2565.0,2565.0,下午,女
7ee40218,2.966666666666667,2.966666666666667,1,3286.0,3286.0,下午,女
b6598b7a,64.06666666666666,0.26666666666666666,4,3038.1,3038.0,下午,女
ec18eae4,8.5,8.5,1,1600.0,1600.0,中午,女
1aa9e0a3,94.63333333333334,3.3,3,2241.0,2241.0,晚上,女
43fc88e8,35.8,35.8,1,4210.0,4210.0,晚上,女
3f69bec0,28.366666666666667,12.866666666666667,2,1890.0,1890.0,中午,女
63986adf,76.43333333333334,33.766666666666666,1,2120.0,2120.0,下午,女
84b544ce,13.2,13.2,1,300.0,300.0,中午,女
d1b3e5d0,28.466666666666665,19.0,1,2450.0,2450.0,晚上,女
097fe769,30.566666666666666,30.566666666666666,1,898.0,898.0,下午,女
d7fd1d5f,61.36666666666667,34.666666666666664,1,590.0,590.0,晚上,女
ea33293d,3.8,2.066666666666667,3,1780.0,1780.0,下午,女
267e4647,60.2,0.06666666666666667,4,11382.0,6480.0,晚上,女
2cb4a667,7.133333333333334,7.133333333333334,1,1220.0,1220.0,中午,女
a2efcb9c,35.13333333333333,6.066666666666666,21,23040.0,23040.0,下午,女
4db97b97,79.96666666666667,1.0666666666666667,4,10983.94,10383.94,晚上,女
2d253e2d,43.833333333333336,29.533333333333335,4,7027.0,6577.0,中午,女
39923fad,30.5,30.1,2,3010.0,3010.0,下午,女
11a5cf89,69.16666666666667,0.1,4,11375.0,11375.0,上午,女
ce82b7e3,13.066666666666666,13.066666666666666,2,1150.0,1150.0,中午,女
861fcb61,21.6,13.9,1,320.0,320.0,下午,女
12f8cb7a,2.3333333333333335,0.5333333333333333,4,33967.74,33968.0,下午,男
7a58b000,92.13333333333334,5.233333333333333,5,4814.0,4814.0,晚上,女
d6c7d267,89.2,34.8,1,6471.0,6471.0,下午,女
18f2160a,47.43333333333333,36.56666666666667,1,1000.0,1000.0,中午,女
c3e43f53,104.26666666666667,19.566666666666666,2,7408.0,74.0,中午,女
4c6f1945,23.566666666666666,35.766666666666666,2,9010.0,9010.0,下午,女
5ce0eb4e,110.93333333333334,33.13333333333333,1,2500.0,2500.0,中午,女
24bca8f3,9.2,9.2,1,300.0,300.0,晚上,女
7bfd42ed,80.6,6.0,1,1200.0,1200.0,中午,女
fdc6862d,23.633333333333333,20.466666666666665,1,199.0,40.0,下午,女
68ece0c3,48.733333333333334,5.433333333333334,5,3071.0,3071.0,下午,女
5890a1dd,28.8,2.3333333333333335,11,9253.0,6544.0,下午,女
95b759ac,84.76666666666667,19.3,8,23975.0,23975.0,晚上,女
cf195553,86.06666666666666,9.233333333333333,2,5466.0,5466.0,晚上,女
0f8de5ff,69.93333333333334,5.966666666666667,8,24072.0,24072.0,晚上,女
329818df,30.2,30.333333333333332,1,2350.0,2350.0,晚上,女
5c52cae4,55.333333333333336,33.63333333333333,3,3956.0,3956.0,下午,女
234143aa,104.16666666666667,9.333333333333334,1,1450.0,1450.0,下午,女
06c74fbb,105.2,1.2333333333333334,7,10747.300000000001,10747.0,下午,女
51aabda5,6.933333333333334,6.933333333333334,2,4170.0,4170.0,下午,男
e85a9794,15.966666666666667,15.966666666666667,1,11989.0,120.0,中午,女
66648a38,59.4,9.766666666666667,8,19464.0,19464.0,下午,女
428ac64b,1.3666666666666667,1.9666666666666666,1,310.0,310.0,中午,男
4d27f1f9,52.3,34.833333333333336,5,5801.0,5601.0,上午,男
e243da5f,50.43333333333333,1.9,13,18824.1,18365.0,下午,男
63c66c9e,53.03333333333333,1.6666666666666667,1,1763.0,1763.0,下午,女
16541fbe,7.266666666666667,9.4,1,2490.0,2490.0,下午,女
21e3f70d,14.066666666666666,14.066666666666666,1,320.0,320.0,中午,女
c95a54f0,29.733333333333334,29.933333333333334,1,9630.0,1926.0,晚上,女
fed75866,73.23333333333333,6.3,4,4928.0,4198.0,晚上,女
1bb01cd7,54.733333333333334,10.766666666666667,4,3573.0,3573.0,下午,女
96d9add5,13.066666666666666,13.066666666666666,1,228.0,228.0,晚上,女
75fcd4ad,91.13333333333334,1.2333333333333334,21,49001.2,48871.0,下午,女
e92e2231,6.8,6.8,1,990.0,990.0,晚上,女
e76319d0,97.63333333333334,4.3,1,11488.0,11488.0,晚上,女
97857ca3,15.5,1.8,5,10517.0,10517.0,中午,女
24d8c41c,27.0,30.633333333333333,3,9812.0,9812.0,下午,女
fa09f949,30.0,16.3,2,5420.0,5420.0,中午,女
469e824a,34.63333333333333,34.666666666666664,3,2346.0,2346.0,下午,女
158c4ed9,92.56666666666666,7.2,7,23184.0,26934.0,晚上,女
09c36b9f,9.466666666666667,7.4,4,2815.0,2815.0,下午,女
fc2daf98,48.733333333333334,33.46666666666667,1,820.0,820.0,下午,女
b6bcf6e6,9.5,5.6,2,1630.0,1630.0,下午,女
3e411b0e,47.43333333333333,10.333333333333334,2,590.0,590.0,下午,女
f1cf73e6,50.36666666666667,20.066666666666666,1,229.0,229.0,下午,女
a3fcf8e5,31.9,20.266666666666666,5,5520.0,5520.0,晚上,女
6bfdc178,8.5,3.066666666666667,4,5850.0,5850.0,下午,女
90ebb5c9,32.4,28.633333333333333,2,5425.0,5425.0,中午,女
d575ec0e,63.86666666666667,34.03333333333333,1,660.0,660.0,晚上,男
d1850370,80.23333333333333,1.2333333333333334,25,66667.7,66668.0,晚上,男
0903658a,3.1,3.1,1,2730.0,2730.0,下午,女
94eb7af5,20.7,0.26666666666666666,3,3145.0,3145.0,晚上,女
7b67d5a0,0.8333333333333334,29.6,3,6929.0,6929.0,晚上,男
e3e0e78a,28.966666666666665,28.966666666666665,1,2060.0,2060.0,晚上,女
dbde9343,44.233333333333334,6.5,2,6550.0,6550.0,下午,女
b24c689b,58.36666666666667,3.033333333333333,33,57561.0,38039.0,下午,女
cf95dafd,39.56666666666667,5.7,3,6327.0,6327.0,中午,女
9bcbff1d,4.833333333333333,4.8,1,10475.0,210.0,下午,女
b3d898d7,46.63333333333333,34.43333333333333,1,1170.0,1170.0,中午,女
3f8ebe1d,116.9,21.166666666666668,2,2915.0,865.0,晚上,女
309f1762,69.63333333333334,11.466666666666667,1,2980.0,2980.0,下午,女
b667a022,15.8,7.533333333333333,5,4631.0,4631.0,晚上,女
275d68a2,21.433333333333334,13.133333333333333,2,19224.0,8215.0,下午,女
eb0ce9e8,62.766666666666666,16.2,1,188.0,188.0,下午,女
a8f96814,28.566666666666666,17.633333333333333,2,7083.0,7083.0,中午,女
561211c0,168.8,13.766666666666667,1,158.0,158.0,下午,女
